"filename", "language", "YAML", "XML", "C++", "Markdown", "JSON", "Dart", "Gradle", "Java Properties", "Ruby", "HTML", "Swift", "comment", "blank", "total"
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/edit.svg", "XML", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_clothes.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_commodity.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_extra_income.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_favo.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_meal.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_medical.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_others.svg", "XML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_regular_income.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_smartphone.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_star.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_transportation.svg", "XML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/puruwo/dev/flutter/kakeibo_v3/assets/images/icon_travel.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/puruwo/dev/flutter/kakeibo_v3/devtools_options.yaml", "YAML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Podfile", "Ruby", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 3, 10, 45
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 2, 14
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 1, 123
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json", "JSON", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md", "Markdown", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/Base.lproj/LaunchScreen.storyboard", "XML", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/Base.lproj/Main.storyboard", "XML", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/Runner/Runner-Bridging-Header.h", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/puruwo/dev/flutter/kakeibo_v3/ios/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 4, 13
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/calendar/calendar_usecase.dart", "Dart", 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 24, 29, 150
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/category/category_provider.dart", "Dart", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 2, 8
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/category/category_usecase.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 10, 18, 76
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/expense/expense_usecase.dart", "Dart", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 9, 13, 64
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/expense_history/expense_history_usecase.dart", "Dart", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 16, 29, 112
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/monthly_all_category_card/moothly_all_category_card_usecase.dart", "Dart", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 7, 13, 65
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/application/monthly_category_card/moothly_category_card_usecase.dart", "Dart", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 6, 11, 48
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/constant/colors.dart", "Dart", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 1, 12, 62
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/constant/properties.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 2, 12
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/constant/strings.dart", "Dart", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 4, 9, 44
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/all_category_accounting_entity/all_category_accounting_entity.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 5, 21
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/all_category_accounting_entity/all_category_accounting_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 15, 26, 184
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/all_category_accounting_entity/all_category_accounting_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 5, 22
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/all_category_accounting_entity/all_category_accounting_repository.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 6, 16
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_accounting_entity/category_accounting_entity.dart", "Dart", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 3, 24
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_accounting_entity/category_accounting_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 0, 15, 26, 271
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_accounting_entity/category_accounting_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 5, 31
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_accounting_entity/category_accounting_repository.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 5, 15
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_entity/category_entity.dart", "Dart", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 3, 24
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_entity/category_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 15, 29, 308
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/category_entity/category_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 4, 5, 32
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/daily_expense_entity/daily_expense_entity.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 3, 19
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/daily_expense_entity/daily_expense_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 15, 26, 173
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/daily_expense_entity/daily_expense_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 5, 22
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/daily_expense_entity/daily_expense_repository.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 5, 16
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/month_period_value/month_period_repository.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 5, 16
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/month_period_value/month_period_value.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 3, 13
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/core/month_period_value/month_period_value.freezed.dart", "Dart", 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 15, 23, 155
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/aggregation_start_day_entity/aggregation_start_day_entity.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 3, 12
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/aggregation_start_day_entity/aggregation_start_day_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 15, 23, 139
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/aggregation_start_day_entity/aggregation_start_day_repository.dart", "Dart", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 6, 16
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense/expense_entity.dart", "Dart", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 5, 24
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense/expense_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 15, 26, 231
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense/expense_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 5, 26
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense/expense_repository.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 8, 24
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_big_ctegory/expense_big_category_entity.dart", "Dart", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 8, 44
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_big_ctegory/expense_big_category_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 15, 26, 268
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_big_ctegory/expense_big_category_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 5, 30
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_big_ctegory/expense_big_category_repository.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 6, 19
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_small_category/expense_small_category_entity.dart", "Dart", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 7, 41
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_small_category/expense_small_category_entity.freezed.dart", "Dart", 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 0, 15, 26, 269
"/Users/puruwo/dev/flutter/kakeibo_v3/lib/domain/db/expense_small_category/expense_small_category_entity.g.dart", "Dart", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 5, 30
